pn,pe,pd,vn,ve,vd,an,ae,ad,roll,pitch,yaw,q0,q1,q2,q3,lat,lng,alt,sat,ax,ay,az,h_ax,h_ay,h_az,gx,gy,gz,mx,my,mz,baro_temp,baro_press,baro_alt,batt_voltage,batt_percent,launch_lat,launch_lng,launch_alt,system_status,system_time,rssi,snr,connectionstatus
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.123272180557251,-1.452989101409912,-1.3310081958770752,-0.7168123722076416,0.032646045088768005,0.6875262260437012,0.11355376243591309,51.49843215942383,-0.17762839794158936,62854,7,0.9912109375,0.10205078125,0.03662109375,0.04885197803378105,0.04885197803378105,0.04885197803378105,-0.1220703125,-0.244140625,-3.11279296875,-1.6504179239273071,0.008671943098306656,-1.2219730615615845,40.880001068115234,110226.0,-715.8994750976562,1588,65356,0.0,0.0,0,1384450,1422490,-96,0.0,True
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.382573127746582,-1.4368398189544678,-1.6101925373077393,-0.7047370672225952,0.031988199800252914,0.6973075866699219,0.1282387673854828,51.4984245300293,-0.17763209342956543,62879,7,1.0673828125,0.01708984375,-0.0341796875,-0.0,-0.0,-0.0,-10.986328125,7.6904296875,-3.173828125,-1.6378779411315918,0.008573469705879688,-1.2068772315979004,40.880001068115234,110227.0,-715.978759765625,1588,65356,0.0,0.0,0,1384450,1423093,-99,-0.25,True
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0572480782866478,-1.4423792362213135,-0.04152918606996536,-0.751412570476532,0.035091154277324677,0.6583296060562134,0.034361954778432846,51.49842071533203,-0.17763249576091766,62523,7,0.98193359375,-0.06396484375,0.1201171875,-0.0,-0.0,-0.0,-1.220703125,17.578125,8.72802734375,-1.678353190422058,0.008911850862205029,-1.2561606168746948,40.849998474121094,110248.0,-717.6116943359375,1586,65355,0.0,0.0,0,1384450,1423695,-98,-0.75,True
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5822705030441284,-1.4754352569580078,0.5387875437736511,-0.7358849048614502,0.033862076699733734,0.6765162944793701,-0.0032437629997730255,51.49842071533203,-0.17763830721378326,62313,6,0.78759765625,-0.037109375,0.041015625,-0.0,-0.0,-0.0,-11.29150390625,13.48876953125,17.63916015625,-1.7604607343673706,0.009572701528668404,-1.1841583251953125,40.91999816894531,110275.0,-719.709716796875,1586,65355,0.0,0.0,0,1384450,1424292,-98,2.0,True
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7207250595092773,-1.551270842552185,-0.9346279501914978,-0.711293637752533,0.06620919704437256,0.6950265765190125,0.08362466096878052,51.49842071533203,-0.17764249444007874,62491,7,0.99658203125,0.0068359375,0.01416015625,-0.0,-0.0,-0.0,-26.55029296875,2.38037109375,12.26806640625,-1.6707440614700317,0.008835620246827602,-1.2078030109405518,40.90999984741211,110266.0,-719.0121459960938,1586,65355,0.0,0.0,0,1384450,1424893,-97,-1.75,True
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.967657208442688,-1.550031065940857,-2.001141309738159,-0.7022644281387329,0.0007196528604254127,0.7118054032325745,0.02306024730205536,51.49842071533203,-0.17764100432395935,62570,5,0.990234375,0.0068359375,-0.01513671875,-0.0,-0.0,-0.0,5.31005859375,1.28173828125,-14.09912109375,-1.6857531070709229,0.008950690738856792,-1.2054989337921143,40.95000076293945,110286.0,-720.5657958984375,1588,65356,0.0,0.0,0,1384450,1425495,-98,-2.25,True
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8361412882804871,-1.534213900566101,-0.8382888436317444,-0.7179474830627441,-0.011182195506989956,0.6961615085601807,0.012692521326243877,51.4984245300293,-0.17763450741767883,61947,7,1.0126953125,0.0283203125,0.0673828125,-0.0,-0.0,-0.0,12.5732421875,4.82177734375,6.28662109375,-1.6790883541107178,0.008908543735742569,-1.2314492464065552,40.93000030517578,110300.0,-721.649169921875,1590,65356,0.0,0.0,0,1384450,1426694,-97,0.5,True
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8652573823928833,-1.5247524976730347,-0.9560379385948181,-0.7182098031044006,0.016747085377573967,0.6943392753601074,0.047101885080337524,51.4984245300293,-0.1776220053434372,61779,6,0.9970703125,0.0390625,0.06298828125,0.04885197803378105,0.04885197803378105,0.04885197803378105,-0.67138671875,-1.220703125,0.3662109375,-1.6801975965499878,0.008913187310099602,-1.2187548875808716,41.0,110321.0,-723.2821044921875,1588,65356,0.0,0.0,0,1384450,1427899,-102,-3.5,True
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0907613039016724,-1.539301872253418,-1.167995810508728,-0.712981104850769,0.013891590759158134,0.7001440525054932,0.04049593582749367,51.49843215942383,-0.17761270701885223,60936,7,0.9970703125,0.00634765625,0.00634765625,0.04885197803378105,0.04885197803378105,0.04885197803378105,-0.1220703125,-0.06103515625,-0.244140625,-1.6808143854141235,0.008916542865335941,-1.217289686203003,41.0099983215332,110285.0,-720.486572265625,1586,65355,0.0,0.0,0,1384450,1429098,-98,-2.75,True
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0969287157058716,-1.5403469800949097,-1.1672577857971191,-0.7129169702529907,0.01170410867780447,0.7003979086875916,0.03782084211707115,51.49843215942383,-0.1776019036769867,60156,7,0.99609375,0.033203125,0.02099609375,-0.0,-0.0,-0.0,-0.1220703125,0.0,-0.18310546875,-1.6806293725967407,0.00891566276550293,-1.2172285318374634,41.029998779296875,110282.0,-720.2540283203125,1588,65356,0.0,0.0,0,1384450,1430302,-99,-2.25,True
